 Ocwen ,"  Ocwen  PO Box 6440 
Carol Stream , Illinois USA ",, 855-698-7627 ext 4183063,,"  We had been making our payments regularly but when the economy tanked we got behind by 30 days.  When we were able to get wht we thought was caught up, we received a foreclosure notice from Ocwen.  It seems, since we missed one payment, the payments we sent were all considered late so when it went 90 days proceedings were started.  We made our payments by Moneygram but they were rejected by Ocwen with no notification to us! We were able to get the money back from Moneygram and pay over $3000.00 to reinstate the loan.  At this point our payments went up $55.00 monthly.  We were told this was escrow.  I can find no evidence to this effect. We have have had this loan with Ocwen for 18 years and it has been nothing but a heartache.  We are unable to understand the customer service representatives because they do not speak English well enough.  We are never notified of changes and this morning, I went online to make my payment and am unable to get into the 'MAKE A PAYMENT' icon! Because of all of this, our credit score has plummeted and nobody will refinance the loan for us.  ",  Mortgage Companies ,0
 21sgt Mortgage ,"  21sgt Mortgage  620 Market Street Suite 100 
Knoxville, Tennessee USA ",, 8555878655,," This mortgage company woluld not allow me to do a modification for my mortgage after my husband left and was not supporting me financially and I have a young child. I request a modification 3 different times before I was evicted from my home due to foreclosure. I had a nervous break down after this and became homeless for 36 months before finding an apartment for me and my child. 21st mortgage was very nasty and refuse to allow me to modify my loan in any way. I submitted paperwork 3 times, faxing about 50 pages each time, with hope that someone would review my paperwork. They filed the foreclosure paperwork in March and I was out of my home by October 1,with no where to turn. ",  Mortgage Companies ,0
 Nationstar Mortgage ,"  Nationstar Mortgage  350 Highlands Drive 
Lewisville, Texas USA ",, 8556833095,," I just received notice last month from BOA that NationStar had purchased my loan from BOA.  I am current on mortgage but since 2008 BOA has tried and has successfully harassed and bullied me.  I have a fixed rate mortgage.  BOA has made my escrow negative siffoning money out of escrow in the ""name of insurance"" I already carry.  My escrow starts off negative according to BOA every January.  The numbers don't add up and I have not received support from Texas Attorney General who I have copied since 2008!  The office of the comptroller of the currency is not helpind either.  I am exhasperated and need someone to step up to the plate for me.  I am intelligent, thus I have kept house up to now but NationStar is giving me a ""BAD"" feeling in only 1 month.  I sent proof to them that my installment is 730, all insurnace declaration pages, etc... but they did not acknowledge this and instead sent statement for the next month saying I did not pay what I owed in full last month, thus I am being billed for late fees I don't owe, as well as an inflated installment of 880 and 900+ if late!  Their note back to me is making me nervous I have 2 children, single parent, and cannot lose my home.  Please someone help!  I have fixed rate, am current, have proof as I sent paperwork in certified as I thought something very strange with the transfer of note from BOA out of the blue to NaitonStar and no official documentation just a slip of paper in my last bill from BOA.  I knew it was not going to be good but it seems eerily worse than I imagined. I am beggin for help.  Please! ",  Mortgage Companies ,0
 My First Century Bank (Georgia) and Costco Mortgage ,"  My First Century Bank (Georgia) and Costco Mortgage  11660 Alpharetta Hwy, Roswell, GA  30076 
Roswell, Georgia USA ",www.myfirstcenturybank.com, 856-252-1200,,"  First Century Bank (myfirstcenturybank.com) will promise an extremely low APR loan rate and a 45 day lock-in period.  They promised to close within 2-3 weeks.  My credit score from all three credit bureau was 785 (Excellent) and after I filled out all documents and waited for 2 weeks, I called to check on the status but was told to provide additional supporting documents.  Every time I check for status they will request for additional unrealistic supporting documents until it exceeds the lock-in date.  Then they raised the APR rate to a rate above the current market APR rate.  I went to COSTCO to complain but they did nothing so far after 48 days.  This is really frustrating and the bad part is they now have all our personal and financial information.  I should have checked them out on this site before I apply for a loan with them.          ",  Mortgage Companies ,0
 Vintage Lending ,"  Vintage Lending  6325 s Jones 
Las vegas , Nevada USA ",kelly@vintagelending.com, 858-722-9489,,  Dear Consumers. Kelly fontes is a scam artist working out of las vegas.  He poaches people who are in the loan business for employment and then has them Bring in clients and never pays them. THis guy has a rap sheet as long as the constitution. His company is called Vintage Lending. HE works as a Loan Officer under their umbrella .. HE doesn't own the company its just him and another person .. Kelly lures the people in and then has them fill out paperwork but rarely speaks and converses with the client. The cleint then gets irrate and he finally answers his phone making up lies of why its taking so long. Then he closes the deal and then doesn't pay his staff for their portion of the proceeds.. We have notified the FBI and AG in nevada and they are going to go after him for Mortgage Fraud. THis is a mandatory sentence in NEvada of 1-4 yrs depending on his previous history. Mr. Fontes knows this is going but still continues to poach new Loan officers at testing sites to lure in so he can steal from them...  THe FBI is onto this and his company has been notified and stripped his license... If you see him operating in NEvada please call the police or AG's office because this is illeagal and they are buiilidng a case right now on him  Mr. Fontes is 6ft3 and 235lbs.. He wears glasses and rarely speaks.. Something about him isn't right. This is because his intentions were to steal from the get go.. So he tries to play it off and not act nervous... FRAUD FRAUD  GOd Bless  Peter F ,  Mortgage Companies ,0
 Ocwen Loan Servicing ,"  Ocwen Loan Servicing   
West Palm Beach, Florida USA ",www.ocwen.com, 863-677-5119,," I was two months behind on my mortgage so at the beginning of the following month I sent a check for 3 months in order to catch up.  Two weeks went by and my check hadn't been cashed.  I received papers from an attorney that my house was being foreclosed on. I called Ocwen to find out if they received my check and why I got foreclosure papers.  They told me that they couldn't accept my personal check since I was more than 2 months behind on my payments. They said they needed a certified or cashier's check to cover the payments.  I asked them if they sent me a letter telling me this and they said they only make an internal note of it and don't send letters to the homeowner. I told them that i could send them a cashier's check the following day and asked if they would return my personal check.  They said they didn't do that either; they just shred the personal check.  I told them that I wasn't going to send a certified check unless they promised to send me back my personal check.  I spent over an hour on the phone with them.  They gave me a phone number that they said I would need to call if I wanted my personal check back. The very next day, I got another call from Ocwen informing me that I was behind on my payments.  Before the rep could finish, I told her she needed to check her computer and see if there were notes in there that I had spoken to someone for over an hour just a day earlier.  After yelling at her for 15 minutes, she finally acknowledged that there were notes and she apologized for calling me. The following week I got another call from them.  I had tracked my certified check and found that they did receive it.  I asked the person who called if they did receive it.  He said yes they did.  I asked him why he eas calling and he asked when I was going to send my next payment even though it isn't due for two more weeks. i told him they would receive it in plenty of time.  The very next day, they called again...I didn't answer the phone. ",  Mortgage Companies ,0
 GreenTree Servicing ,"  GreenTree Servicing   
Internet USA ",www.gtservicing.com, 8653803000,,"  Hello there!     Well I was swithched to GT from B of A in March of this year and they are the worst company I've ever had the miss-fortune to deal with period!!! After being told that i needed to make all payments due to avoid fees i was hit with two fees and a overdraft fee! The first was refunded after i fought with them about putting it back in the account not sending a check, another take your money and stall routine of theirs!!! Called when the second post-dated payment was to come out and told everything was ok and no fees. Checked my bank to find another fee had been taken and this overdrafted my account and i received another fee for that. Called to find out what happened and went through hell with  their managers, kept getting different answers evertime I would call only to finally be told no refunds for anythnig else. the last manager I talked with [Jacob] told me that MAYBE I was told incorrect info and the person might be repremanded and to setup auto pmnts but no refund!!!! I have also read where people that use their auto pay are being over charged so most send money wired or something else.      Why are these people in business!?!?!?! With the thousands of complaints , a class action suit and a ton of different violations why arent the FEDS up their wazuu sideways??? Mine is a small problem compared to most but their EVIL intent and sleasy ways are just the same!!! dispicable low-lives for sure!!! Please let me know if there is ANYTHING I can help with, more info paper work ect. PEOPLE AND CORPORATIONS LIKE THESE NEED TO BE IRRADICATED FROM OUR WORLD AND WILL BE SOON THANKS TO ALL THE HARD WORK FROM PEOPLE LIKE YOURSELVES!!!!! KUDOS TO YOU!!!! Thanks so much for your help, Dana E. Quintel ",  Mortgage Companies ,0
 Quicken Loans ,"  Quicken Loans  1050 Woodward Avenue 
Detroit, Michigan USA ",www.quickenloans.com, 866 316-7758,," Be Ready to not refinance if you are a Quicken Customer! Quicken is a great company while you are their customer. Once you refinance, you are at Lord's mercy. After having quicken as my mortgage company for a year, I decided to refinance. My escrow company paid off the loan in full. However, I had an automatic monthly payment set up for Quicken mortgage payments and that withdrew an extra's month's worth of mortgage payment (Over and above the payoff amount). I called Quicken and asked them to refund that the next day of this extra payment. This is what they said - We take up to 3 weeks to settle your closed loan and send any applicable refund. I tried explaining to them how this extra payment was NOT part of the escrow settlement and should be refunded promptly. But to no avail Now 3 weeks have passed. They sent me the settlement check but still no refund for the extra month's payment. I called again yesterday and was told to wait till the end of this month before I will hear back from them. Really??? Is this how you will treat your ex-customers? Do you think pissing them off and giving financial hardships is good business practice? I don't think so! So beware! They are good mortgage company as long as you are their current customer. Once you refinance and leave them, you are on your own! ",  Mortgage Companies ,0
 Scott Allan ,"  Scott Allan  9065 S Pecos Road, Suite 200 
Henderson, Nevada USA ",, 866-222-8118,," SCOTT KAROSA IS BEING INVESTIGATED! For UNETHICAL & APPALLING BUSINESS CONDUCT Napoli Bern Ripka Shkolnik, LLP (NBRS) is investigating claims on behalf of investors who were sold investments by Scott Allan Karosa. The Financial Industry Regulatory Authority (FINRA) suspended Karosa after he failed to respond to the regulator's investigation requests. FINRA alleged that it received a check written from a customer to an entity controlled by Karosa that was not properly disclosed to the brokerage firm that employed him. Checks written to undisclosed third-parties are a common red flag indicating that the broker is engaging in suspicious and possible unlawful securities activities. Karosa has a history of moving from firm to firm since joining the industry. From 1999 - October 2005, Karosa was associated with SunAmerica Securities, Inc. After SunAmerica, Karosa was briefly associated with AIG Financial Advisors.  From December 2005 - April 2006 Karosa was associated with National Planning Corporation. Next, Karosa was associated with Linsco/Private Ledger Corp. for two months until June 2006. From June 2006 - December 2011, Karosa was associated with Next Financial Group, Inc. Finally, Karosa was briefly associated with Centaurus Financial, Inc. until March 2012. Karosa also purports to be the owner of several insurance sales, consulting, and real estate companies, including: Tri Star Management, Inc.; Tri Star Realty LLC; Tri Star Lending LLC; and Nevada Insurance Services LLC. All are located in Las Vegas, Nevada. Karosa has had several customer complaints filed against him including a recent complaint alleging an unsuitable investment in a real estate-related security. ",  Mortgage Companies ,0
" william dollard, north shore holding, llc ","  william dollard, north shore holding, llc  84 Nesconset Hwy,  
Port Jefferson Sta, New York USA ",, 866-261-6770,,"  I am the mortgage holder on 84 Nesconset Hwy., Port Jefferson Sta., N.Y. 11776.  I have not been paid in 55 months. Foreclosure of this property is scheduled for June24th where I will be made whole. William Dollard is now filing bankrupcy in order to derail this foreclosure.  It has financially ruined me!! Does anyone know of any recourse I can take. ",  Mortgage Companies ,0
 WELLS FARGO HOME MORTGAGE ,"  WELLS FARGO HOME MORTGAGE  800 Walnut 
Internet USA ",wellsfargobank.com/mortgage, 866-570-5277,," In January I had to move to spontaneously for a new job. I listed my house with a realtor on December 26, 2012 in order to sell it. At the same time I contacted Wells Fargo about doing a shot sale because the housing market where I live is almost non-existent, therefore I tried to do the right thing. I could not and still can not afford payments on two places (I am currently having to rent), and informed them of this fact, in addition to not having a paycheck for the entire month of January.  They assigned me a mortgage preservation specialist named Latoya Freeman. Right after I spoke with her the first (and only) time, she has only sent me paperwork in the mail. I was informed that all I needed to send to them to start the process was 30 days of income, which I could only provide from the last pay stub of my former job and the one pay stub from my new job I received on January 31. I also provided them with a copy of my current lease agreement and was told this information would be enough.  A few weeks later, I called to find out the status of the short sale and was informed they had closed the process because I did not give them all the information, when I informed them they told me I only needed to provide them with the information they originally told me to send them, they said I was wrong and accused me of lying. I argued with them for several minutes when they agreed to reopen the short sale process, but I had to provide them with 2 years worth of tax returns (???) and 90 days of bank statements. I asked them why they needed the tax returns and bank statements when I didn't have to provide them in order to purchase the home.  Their response was because FHA said so. I could not believe the childish reply they gave me. I told them they were not going to get my tax returns because my children's social security info was in it and was told to black it out. Again I asked why they needed it and they asked me what I was hiding. I lamented and agreed to send them the portion of the return showing what I made for the year and what I received back, but the bank account is joint and because the other owner and I are not married, I could not give them the information since I did not have consent.  Again they accused me of hiding something and said they needed all of the pages of the tax return, which is close to 90 pages in some instances. They still could not give me a valid reason why and told me they would forward my inquiry on and that I was to contact them back in 48 hours to find out the answer. I told them I was working that day, but gave them consent to leave a message on my voicemail and that it does say my full name. However, they again informed me it was my responsibility.  I called Latoya more than a half dozen times, left voicemails, spoke to her manager, her manager's manager and to this point I have never received a call back. They keep sending me generic letters thanking me for my interest in the short sale process, thanking me for talking to them (but I have not talked to them) and now they are calling me 3-4 times a day. On April 1, 2013, my realtor called me and quit because she could not talk to anyone at Wells Fargo, could not access any of the paperwork on Equator they said was there. She called them to find out why she couldn't get to the paperwork and was told to call tech support, tech support told her to call the bank back. She also informed me that she had someone who wanted to purchase the home but was only prequalified for $90,000. I owed $94,000. If the short sale would have gone through I could have sold the house before it was to late. When I called the bank about it, they told me to get another realtor and start the process over. I understand I did not make the payments and the house is going into foreclosure because of it, but they refused to work with me, so I could try my hardest to do the right thing. They are still fighting me, harrassing me, and finally I had to demand they cease contacting me.  Is there anything I can do about how they stone walled me into foreclosure when I could have sold the house back in March? I am so furious with how they dealt with me and my realtor.  ",  Mortgage Companies ,0
 Racine Assets LLC ,"  Racine Assets LLC  4719 Reed Rd #325 
Columbus, Ohio USA ",http://markevansdm.com/, 866-654-0020,," Mr. Mark Evans DM of Racine Assets LLC. didn't pay us back our money when the promissory was matured. He  didn't pay tax for IRA loan for us either. My husband signed promissory note with him. My husband made a self-directed IRA with Equity Trust and after 5 years, they had made no payments to the IRA.He didn't response to pay or contact us any more. This is so ashame and show of unfaintful man. He still advertises his books ,his websites , DVD,blogs for his real estate business. Now he moved from Ohio to GA. He showed his big house and traveling in his facebook by let us suffering in debts. This is dishonest business man. He deceived us by saying that he will pay, but he didn't. He knows that we are in difficult time. Don't be his victim. ""A faithful man will abound with blessings, but whoever hastens to be rich will not go unpunished."" Proverb28:20 ",  Mortgage Companies ,0
 Ocwen Loan Servicing ,"  Ocwen Loan Servicing  http://www.ocwen.com 
W. Palm Beach, Florida USA ",, 866-654-0020,,"  My mortgage currently being serviced by Ocwen, has a P & I of $740, is now $1858. no one can help me there or explain.  I do not want to lose my house and do not know what to do. ",  Mortgage Companies ,0
 OCWEN ,"  OCWEN  1661 Worthington Road # 100 
West Palm Beach, Florida USA ",WWW.OCWEN.COM, 866-678-1468,," OCWEN purchased my home loan from CHASE in  April 2012.  Ocwen sent me a letter stating I was in default for $3900.00 dollars.  My attorney advised me to pay the money to stay  out of forclosure   and  to submit documents to OCWEN from CHASE stating my payments were current.  I sent the letter and copies of my payment history from CHASE to OCWEN.  Ocwen have refused to accept the proof and continue to over charge me.  My loan payment is $1448.00, $1603.00 with property taxes.  OCWEN have increased my monthly payment to $1803.00 refuse correct this error.  I have paid my own taxes for the last two years and refuse to accept the proof of insurance.   All of the calls are answered overseas.  I can not understand what they are saying, on several occasions I have requested to speak to someone in America and was given a 4-5 hour wait.  I am a 64 year old retired school teacher and have never experienced this type of corruption in the banking system in my life.  I think it is sad the way hard working Americans are treated.  Please assist me with this matter. yours truly,   Katherine Wicker-Amey   ",  Mortgage Companies ,0
 HSBC Mortgage Bank  ,"  HSBC Mortgage Bank    PO BOX 4552  
Buffalo , New York USA ",www. HSBC bank .com, 866-825-9302,," make a long storey short i have two Mortgage loans with HSBC Mortgage bank for ten years now they accidently missapplied one paymnet and the other patment two one account then it look like the other account was never paid then they put moy house in forcluusere & added all these late charges ,there attorney fees when they made the mistake to begaian with after writnig to my state seniter & fedeal tread commison & hud to invatagate them they put my house on fourclusser with no type of help ,or negoacation .or and dienied any type of modifactaion /repayment plan nothing & no fedearl .or state agenceys are able to deal with them ,or come up with a soloation to the issue at all please help  thank you ",  Mortgage Companies ,0
 loancare ,"  loancare   
Virginia beach , Virginia USA ",myloancare.com, 866-920-8932,,"   I got a phone call saying my homeowners insurance had lapsed. I wasn't surprised, because I've been through this each year since I bought my home. I was surprised when I called the insurance company and was told the last payment they received was May 11, 2011. Today is May 1,2013! I was shocked that I hadn't had any insurance for an entire year. I called and they couldn't explain why it was never paid. I had even received a refund a few months back from them and called to make sure everything was taken care of and paid for before I cashed it. They assured me all was hood and the money was mine. Even then they didn't find that they hadn't paid my premium. I brought that up in our conversation and again, they had no explanation. After all this back and forth, I was told I needed to call my insurance company and have it taken care of. They will gladly pay my premium for this year, but I also have to pay them back for my premium last year that was refunded. So I have to pay for insurance I didn't even have for a year so it doesn't show I had a lapse in coverage. Why should I pay for insurance I didn't have? Had my house burned down, I would have been out of luck. I'm sure they wouldn't refund any money or forgive my loan because THEY didn't pay my premium. That's their job. That's what I send them money for. To make sure these things get paid. They are completely incompetent. My insurance has lapsed every time it came up for renewal. And this time they just can't give me any reason but I have to pay double insurance because of their incompetence. They are useless and their customer service is a joke. I plan to fight this mess as well as beginning the process of refinancing just to get shed of them. I don't think I should have to pay for their mistake. Especially when my home was unprotected for a year and I was never once informed until today. ",  Mortgage Companies ,0
" Homeward Residential, Inc ","  Homeward Residential, Inc  PO Box 619063 
Internet USA ",https://www.gohomeward.com/, 866-937-3557/517-203-7326,,"
										They told me my escrow was short  $378.12.  They said if I pay that amout that my payments would be $672. instead of $ 702.00.  I have the proof that my money was paid but my loan did not go down and then they sold off my mortage to another company. I had to make a payment to that company of 819.20 to keep it from being marked past 30 day because I had paid my last payment to Homeward at the agreed amount of $672.  And there was a delenquent amount of over $100. Because they said I was suppose to pay $702.  Not only did I lose 378.12 but now my mortage this month was $147 more than anticipated.  I am a single mom!!									",  Mortgage Companies ,0
" Homeward Residential, Inc ","  Homeward Residential, Inc  PO Box 619063 
Internet USA ",https://www.gohomeward.com/, 866-948-0003,,"
										They told me my escrow was short  $378.12.  They said if I pay that amout that my payments would be $672. instead of $ 702.00.  I have the proof that my money was paid but my loan did not go down and then they sold off my mortage to another company. I had to make a payment to that company of 819.20 to keep it from being marked past 30 day because I had paid my last payment to Homeward at the agreed amount of $672.  And there was a delenquent amount of over $100. Because they said I was suppose to pay $702.  Not only did I lose 378.12 but now my mortage this month was $147 more than anticipated.  I am a single mom!!									",  Mortgage Companies ,0
 Seterus ,"  Seterus    
Grand Rapids, Michigan USA ",http://seterus.com/, 866.435.7085,,"
										Our home mortgage was originally owned by Met Life Home Loans.  My husband lost his job during the economy dive in 2009.  We applied for Home Modification on our loan through the governement's ""Making Home Affordable"" plan.  We were required to go delinquent in order to qualify, so we ""went"" delinquent on our mortgage payment so we could qualify.  After 9 months of getting nowhere with Metlife (no one was ever assigned to our case after turning in all the correct forms and calling every two weeks to check the status) they sold our mortgage loan to LBPS who is now known as Seterus.  May 1, 2010 was the sale date. I called to check in with Met Life and was told that our mortgage had been sold so to call the new company.  I called them and they told me to call back in two weeks to wait for all the paperwork to transfer over.  Not all the paperwork did transfer for the modification process so I had to provide more paperwork.  We were assigned someone to our account but they were on vacation until June 1.  Our home was scheduled for Foreclosure on June 18, which we were told was just a procedure that had to take place on paper while our loan was in modification process.  They told us when we got to the foreclosure date, we could call and they would extend the date of foreclosure since we were in Modification Process.  I was nervous about that.  On or right about June 14 I called and was told we were denied the modification because we owed too much money and didn't make enough money.  I called a Bankruptcy attorney in May and was prepared for this.  We filed Bankruptcy immediately that day to keep the foreclosure from happening.  Our bankruptcy included a second mortgage with Chase Bank (as we had just built our home three years prior and had a construction loan and that didn't include some of the necessary work such as gravel, heavy equipment work, landscaping, etc.)  Our Bankruptcy was final in August of 2010.  We did not include the home mortgage in BK because we were told home mortgages go through foreclosure not BK.  In September 2010 we received a call from Seterus asking if we wanted to apply for Loan Modification.  I told them they denied us so we filed BK.  They told us now that we filed BK and didn't owe other lenders money, we could qualify.  (How honest is that on their part?)  We called our attorney and they said to go ahead and try.  We applied and went through the entire process again.  After calling them every two weeks to check on the status, finally in December 2010 I called to see if anyone at Seterus had been assigned to our account and I was told someone was. However, when I pressed her extension number a recording came up saying she was permanently unavailable, don't leave a message and the phone hung up.  I called back and talked to a person and he was on the phone with me for over an hour.  He called that extension and was appalled to find out that there was no employee listed by that name and felt it was a phantom extension to get people off the phones.  With that, I faxed a letter to Seterus with our FINAL offer to have them modify within two weeks or foreclose because we weren't going through their games.  About three weeks later, January 12, 2011, we received a certified letter saying we qualified for modification and if we agreed to the terms, to sign the forms and send them back in.  It was a nice deal, 2% interest for 5 years, after that the interest would go up 1% per year until the interest reached 4.75% where it will freeze for the life of the loan.  They also offered to remove $5,000 off our loan balanace at the end of 5 years if we paid all payments on time (which we have).  I called to make sure this was legitimate and asked if there was any ""cost"" to this modification process.  I was told ""no"" there are no costs at all to you to modify.  Then I asked, ""Will there be any additional costs to me at all for any of this?  If there are ANY costs to me, then I will not go through with this.""  I was again, told ""No ma'am, there are no further costs to you at all.  You sign the papers, you begin paying your new mortgage balance and there will be no further charges to you.""  We signed the forms, sent them back and began paying our new mortgage balance.  About two months later, I received a statement that showed I owed over $3,300 more than my payment.  I immediately called and asked what that was about.  I was told that it was for attorney fees to remove our home from foreclosure.  I said, ""Wait a minute, I specifically asked if there were going to be any charges and I was told no, so I want these fees removed immediately.""  I was told the fees were not going to be removed, and... that there would be NO interest charged on these added attorney fees that they said I owed.  They also said I didn't have to make any payments on that amount until the loan was paid in full at the end of the loan agreement period.  I was told that those fees were to pay the attorney to remove the home from the foreclosure process.  There were several different fees included to total $3352.75.  There was a woman at Seterus named ""Heather Umstead"" who said that any legal fees fall into the original term of the loan.  After looking at the original term of the loan, I don't see anything that says I am to pay fees to pay an attorney to remove my loan from foreclosure.  I feel Seterus is ripping me off and they are getting away with it.  I can't afford an attorney to fight this, so I have left this balance on their books, showing that they are charging me for something that is not due by me.  If anyone else has had this happen, I would appreciate hearing about it.  I am ready for a class action law suit, but I cerrainly don't have money to fight these people. By the way, I have over 20 pages of notes that I took from every single phone call that I made to the lenders during this process.  I documented everything.  Evidently they don't feel that an employee telling me there are no charges further for me, is a reliable action on their part.									",  Mortgage Companies ,0
 PNC Mortgage ,"  PNC Mortgage  3232 Newmark Dr. 
Miamisburg, Ohio United States of America ",www.pncmortgage.com, 866) 654-0020 ,"PNC Mortgage  cashed our check, sent us a refund, refused to take our money now turned us over to foreclosure Miamisburg, Ohio","
										This all started when my husband at 43 yrs of age had to have an unexpected double bi-pass.  I called PNC Mortgage and informed them of the health issue and that we wouldn't be able to pay the next months payment ande asked if we could skip that payment.  They agreed but said that we would have to make the payment up in 3 months on their payment plan.  I explained that made our payment too unreasonable and asked if it could be added to the end of the loan.  They refused and stated that this was our only option.Every time we were at the 3rd month of the repayment plans, our check mysteriously would be late even though it had been mailed to them in plenty of time.  We would be told that they would have to start us over on the 3 month payment plan.Last June we were out of town and when we returned home there was a notice from PNC that because we were going to be 2 months late if not paid by a certain date they would file foreclosure.  The date was while we were gone so we were completely surprised.  We called PNC and they stated that it was too late, they already  turned us over to their attorney.  We had been in contact with PNC while we were gone and had made payment arragements and NOTHING was ever said to us about this letter that was sent to us.  We called their attorney who stated that if PNC would tell them to do so they would turn it back over to PNC and their would be no fees or foreclosure process.  PNC told us to call their attorney. This circle continued until the attorneys filed, we were served our papers, the information was put in our hometown newspaper and we were humiliated.It cost us over $8000.00 to get out of foreclosure.This year we had to miss a payment because we are still trying to catch up on all of our bills from after having to come up with $8000.00, the bi-pass and my husband breaking his leg and losing his part time job because he had to be off work for 3 months because of breaking his leg.PNC called us and stated they needed the money.   We explained our situation (AGAIN) and asked if we could pay $600.00 and then in a couple of weeks after getting paid the next payment we would pay $638.00 which would then have us up  to date.  The person we spoke with stated that we could.A couple of weeks later, just before getting paid, PNC calls stating they need $1238.00 now. We stated that we had paid them $600.00 and we would be sending the $638.00 in a couple of days after we got paid.  They stated that they don't except partial payments and that they cashed our $600.00 check and had sent us a reimburement check for that $600.00 and wanted the $1238.00 now.We explained that without the $600.00 that they were now sending back to us we could only pay them the $638.00.  They stated they don't take partial payments and that if wasn't their fault we were told that by someone else that works for PNC.  Once my husband received the $600.00 check from them he went to our local PNC to make the payment of $1238.00 and now our April payment.  He was then informed that they couldn't take our money (that would have us paid completly up to date) because they had turned us over for foreclosure again.We've spent the last week making phone calls to PNC who tells us to call their attorney who then tells us to call PNC.  Again, this has gone on until we were served our papers on Friday.And instead of being $8000.00 like that last time, it is only $4000.00.....we don't understand how for the same mortgage, same number of payments it's HALF the cost....We are seeing an attorney tomorrow to see what can be done....If anyone has any helpful information we would LOVE to hear from you!!",  Mortgage Companies ,0
 IfGreen Tree Servicing LLC ,"  IfGreen Tree Servicing LLC  PO  Box 6172 
Rapid City, South Dakota United States of America ",www.gtservicing.com, 8665132954,"IfGreen Tree Servicing LLC  Deception and incorrect facts Rapid City, South Dakota","
										Green Tree servicing letters  show incorrect and false information as follows.The latest letter shows it came from greentree servicing while the bottom of the letter shows it came from a debt collector.  When calling the telephone number supplied greentree answers.The amount shown in the letter shows  the mortgage payment was not received while green trees telephone system shows that the mortgage payment was received when due.There is a late payment due but is under investigation because of its accuracy.  They are showing the late payment as pasr due, not being disputed.									",  Mortgage Companies ,0
 Wells Fargo ,"  Wells Fargo  420 Montgomery Street 
Internet United States of America ",www.wellsfargo.com, 8665705277,"Wells Fargo Wells Fraudgo Scam Artist, Internet","
										Wells Fargo are the biggest scam artist on the face of the earth.They are using all phony documents to foreclose on honest hard working Americans and they should have all there files investigated fast before they commit more illegal activity. Something has to be done now.I just don't know how these scam artist live and go home to their families and kiss there kids and eat the food that is robbed and bought from scamming people.Thats real bad.That is a sin.They know where they are going to go.I hope its true that they go there. 									",  Mortgage Companies ,0
 OCWEN MORTAGE CO ,"  OCWEN MORTAGE CO  12650 INGENUITY DE. 
ORLANDO, Florida United States of America ",WWW.OCWEN.COM, 8665705277,"OCWEN MORTAGE CO  FRAUDULENT LATE CHARGES,MAKING PAYMENTS HIGHER,NO ESCROW ANALYSIS FOR 3 YEARS ORLANDO, Florida","
										Everyone on here needs to contact Consumer Financial Protection Bureau in Washington. You can find them on line and send a letter via E-mail to them about Ocwen'S deceptive  practices. We have tried to refinance w/ another Local Co. and cannot do because Ocwen has us down for  previous late charges w/ prior loan servicer. Not true. They also never ever sent us an Escrow Analysis for 2010,2011,but in Dec. 2012 We received 3 years worth of analysis from them.. our loan was given to them when feds shut down our prior servicer.our 1st payment was due Dec 2009 to them..It has been pure Hell w/ Ocwen we took BR, but not on house and they keep reporting to all 3 credit bureaus that we did and not making payments to them .Which is Bogus because I have all receipts to them. They wanted our house payment to go up to well over a $1,000.00 loan...How far out is that. So changed Ins. and payments still went up $40.00.our Our taxes are still  pretty much the same.I URGE everyone who posts to this website to send a consumer conplaint to Consumer Financial Protection Bureau... I guarantee they do NOT like it.They have to respond I believe in 15 days to your conplaint. I mentioned this web site in my last letter to CFPB when I was referring to Ocwen, So they know I'm sure.Also I'm contacting FTC Regional office for region which creditor operates or Federal Trade Commission: Consumer Response Center- FCRA Washington,DC 20580  1-877-382-4357..Please everyone do this because Ocwen is Illegal in collection of money & or loans and lying please contact all the above I have mentioned and maybe w/ all this Ocwen will be shut down by the Feds.....",  Mortgage Companies ,0
 Green Tree Servicing LLC ,"  Green Tree Servicing LLC  PO Box 6172, 
Rapid City, South Dakota United States of America ",gtservicing.com, 8665705277,"Green Tree Servicing LLC  3 payments made and one already lost! Rapid City, South Dakota","
										In February of 2013 we received a letter from our mortgage company (GMAC) that our mortgage was being given to Green Tree Servicing LLC. Our first payment due to Green Tree was due March 1, 2013. I made the payment in February and then made April's payment in March and then I get a letter stating that I am late. I call them up. The person I talked to said they mistakenly applied my payment to the principal. OK, fix it then. Another 10 days later, I get another letter stating I am late. I am done with these people!
I have filed a complaint with the Indiana attorney generals office. I am also sending them copies of the payments from my bank! I am also sending them copies of my statements from GMAC mortgage showing that I was not late at the time they took over my mortgage!
After reading numerous complaints online, it is time to stop these people form their deceptive practices! Thank GOd, I keep good records. And mind you, I've only been with them for 3 months!!									",  Mortgage Companies ,0
 Quicken loans ,"  Quicken loans  1050 Woodward ave 
Detroit, Michigan United States of America ", , 8668259265,"Quicken loans  Keeped my 500.00 deposit to pay for an appraisal .on a loan which quicken could not produce. Detroit, Michigan","
										In may 2012 my wife and I started a loan process with quicken loans  quicken ordered a appraisal on the property that was subject to the loan..our credit score was  over 700 the value of our property was around 350,000 the requested was 160,000 quicken wanted an appraisal that was all they needed to close keep in mind this is 4months  after the loan process war started the appraisal was done sometime after that we received a denial letter stating that this was not the type loan that they would prefer to do,had we known that from the start we wouldn't have chosen quicken  we would like to receive what's legally ours which is our 500.00 depositThanks Rick s									",  Mortgage Companies ,0
